Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Floored_age
1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,17325.0,,S,20.0
0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,,S,30.0
1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,24950.0,E121,S,20.0
0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,79375.0,,S,0.0
0,3,"Flynn, Mr. John",male,28.089285714285715,0,0,368323,13900.0,,Q,20.0
0,3,"Lam, Mr. Len",male,29.44539711191336,0,0,1601,112991.6,,S,20.0
1,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,74008.4,,C,0.0
1,3,"McCormack, Mr. Thomas Joseph",male,28.089285714285715,0,0,367228,15500.0,,Q,20.0
1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,28908.4,,C,10.0
1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,37500.0,,S,0.0
0,3,"Saad, Mr. Amin",male,30.81476923076923,0,0,2671,14458.4,,C,30.0
0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,15708.4,,S,20.0
0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,16600.0,,S,10.0
1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,166316.6,E49,C,30.0
0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,17325.0,,S,20.0
0,3,"Sirota, Mr. Maurice",male,29.44539711191336,0,0,392092,16100.000000000002,,S,20.0
1,3,"Chip, Mr. Chang",male,32.0,0,0,1601,112991.6,,S,30.0
1,1,"Marechal, Mr. Pierre",male,30.81476923076923,0,0,11774,59400.0,C47,C,30.0
0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,15850.0,,S,20.0
0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,21000.0,,S,10.0
1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,62000.0,,C,30.0
0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,12875.0,,C,30.0
0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,17325.0,,S,10.0
0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,15100.0,,S,40.0
0,3,"Sage, Mr. Douglas Bullen",male,29.44539711191336,8,2,CA. 2343,139100.0,,S,20.0
0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,15791.6,,C,30.0
0,2,"Harper, Rev. John",male,28.0,0,1,248727,66000.0,,S,20.0
1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,30.81476923076923,1,0,17453,178208.40000000002,C92,C,30.0
0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,62550.0,,S,0.0
0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,15550.0,,S,70.0
0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,30491.6,,C,0.0
1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,78800.0,D28,S,10.0
0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,52000.0,,S,40.0
1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,18700.0,,S,10.0
1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,329733.4,,S,40.0
1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,53100.0,E17,S,50.0
1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,38516.6,,C,20.0
0,3,"Razi, Mr. Raihed",male,30.81476923076923,0,0,2629,14458.4,,C,30.0
0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,28216.6,,S,40.0
0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,23000.0,,S,20.0
1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,51858.4,D17,S,40.0
0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,29.44539711191336,8,2,CA. 2343,139100.0,,S,20.0
0,2,"Gill, Mr. John William",male,24.0,0,0,233866,26000.0,,S,20.0
1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,26000.0,,S,40.0
1,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,27716.6,,C,20.0
0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,100991.6,A24,S,30.0
0,3,"van Melkebeke, Mr. Philemon",male,29.44539711191336,0,0,345777,19000.0,,S,20.0
1,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,22266.600000000002,,S,0.0
0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,15791.6,,S,20.0
1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,105108.40000000001,D35,S,40.0
0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,10000.0,B51 B53 B55,S,30.0
0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,18000.0,,S,40.0
1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,48000.0,,C,20.0
1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,14450.0,,C,10.0
0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,19691.600000000002,,S,20.0
0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,15791.6,,S,10.0
0,3,"Laleff, Mr. Kristo",male,29.44539711191336,0,0,349217,15791.6,,S,20.0
1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,166316.6,C50,C,50.0
1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,52000.0,,S,20.0
0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,15791.6,,S,30.0
0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,21033.4,,S,20.0
0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,21000.0,,S,20.0
0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,14100.0,,S,20.0
0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,58250.0,,Q,30.0
0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,26000.0,,S,20.0
1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,60000.0,B42,S,10.0
0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,29.44539711191336,1,2,W./C. 6607,46900.0,,S,20.0
1,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,60000.0,C148,C,20.0
0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,15500.0,,Q,30.0
